0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61093,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
0,0,0,45.08424,7.61092,295,0
